label,prediction,filtered_body,reason
0,1,"[dolemit,object,deepest,affect,got,everyth,gang,karatefight,prostitut,dolemit,punch,fist,willi,green,director,martin,stomach,high,pump,gallon,dalmationprint,hat,moor,uniqu,comedi,rap,actual,toast,close,root,hip,hop,wonder,dre,mention,dolemit,time,classic,album,chronic,add,best,list,charact,ever,grace,movi,like,horni,preacher,hamburg,pimp,cours,one,one,know,time,credit,given,style,director,durvill,martin,fella,probli,doesnt,get,much,attent,around,film,fan,circl,ive,look,copi,fred,williamson,movi,earli,year,cant,find,thema,lot,peopl,realli,movi,say,realli,bad,true,see,boom,mike,appear,everywher,look,nichola,josef,von,sternberg,think,earli,effort,lot,thing,go,movi,number,one,movi,like,number,two,get,see,rudi,ray,moor,high,sanit,everyon,hasnt,seen,moor,outrag,live,act,use,imagin,cinemat,version,toast,plus,live,life,comic,book,charact,superpimp,come,life,action,scene,pretti,poor,charact,dialogu,theyr,talk,trash,make,full,strang,littl,detail,like,fact,hamburg,pimp,wear,dolemit,tshirt,insid,intent,guy,pick,whatev,shirt,lie,set,put,keep,come,back,watch,againat,least]",weak
0,1,"[runofthemil,natur,porn,movi,porn,dont,mean,sex,mean,gratuit,imag,exampl,thousand,bird,togeth,hundr,walrus,giant,waterfal,iceberg,sever,shot,film,seem,exist,sole,make,way,trailer,get,peopl,theatr,see,ten,second,disappear,never,seen,rest,filmther,almost,plot,film,told,expect,stori,three,anim,famili,better,march,penguin,movi,simpli,doesnt,deliv,blame,rest,three,key,area,writer,gave,jame,earl,jone,worst,line,narrat,natur,film,histori,music,team,overdramat,everyth,tell,feel,even,film,fail,motiv,last,import,editor,stori,jump,place,place,rhyme,reason,continu,flow,suck,life,entir,film,film,life,got,whale,halfway,film,sunk,back,seat,dread,hope,hope,film,halfway,abl,surviv,long,endur,test,along,anim,screenther,also,almost,scienc,film,attribut,hot,cold,season,sole,earth,tilt,ignor,fact,wed,even,greater,extrem,locat,locat,tilt,pole,would,never,warm,would,worst,rotat,relat,revolut,like,mercuri,half,planet,would,bake,half,would,freez,near,end,use,phrase,human,anim,human,anim,somehow,exempt,law,natur,much,sciencei,must,credit,camera,work,howev,call,natur,porn,everyth,superslowmot,appear,finelytun,mechanicallycontrol,timelaps,photographi,put,use,provid,caution,stun,moment,rais,bar,compar,natur,film,said,convinc,natur,screen,shot,show,great,water,hole,africa,chang,season,season,seem,like,cgi,director,might,expect,suspicion,built,shot,demonstr,natur,didnt,thatfor,film,earth,expect,lot,earth,shown,saw,pristin,take,narrat,word,speci,risk,due,climat,chang,didnt,show,evid,didnt,show,alberta,poison,tail,pond,visibl,space,didnt,show,great,pacif,trash,whorl,didnt,show,nighttim,pictur,human,light,pollut,around,planet,much,earth,anyth,els,cover,feelgood,whitewash,last,critic,content,predat,time,predat,shown,screen,actual,hunt,prey,music,turn,almost,doom,scene,lord,ring,predat,portray,kind,sauron,ultimateevil,charact,predat,arent,evil,perform,necessari,servic,ensur,best,member,prey,speci,surviv,predat,time,predat,caught,prey,immedi,cut,away,someth,els,sort,pretend,death,eat,dont,realli,happen,final,insult,dad,polar,bear,left,die,dare,tri,eat,bad,bear,bad,almost,hear,sayon,present,theatr,may,part,blame,mayb,expect,see,someth,greater,clariti,could,see,hdtv,lcd,home,pictur,blurri,present,ratio,could,get,home,instead,wider,ratio,mani,film,come,day,one,actionpack,scene,near,end,film,cant,imagin,happen,digit,look,damag,lost,sever,color,eventu,black,complet,repeat,three,timesif,actual,plant,tree,behalf,worth,know]",conflicting
0,1,"[studio,would,use,short,film,like,one,sort,test,ground,new,actor,given,relat,eas,product,comparison,full,length,featur,film,interest,one,star,shirley,templ,long,sinc,establish,famous,child,star,time,probabl,wasnt,one,test,would,imagin,would,frank,coghlan,play,shirley,brother,sonni,movi,deliv,compar,less,impress,perform,shirley,templ,probabl,easi,act,accompanyth,film,open,unimpress,sight,gag,involv,leaki,ceil,suppos,design,shirley,templ,give,scorn,look,ceil,illustr,work,class,status,famili,movi,provid,clean,transit,next,scene,featur,shirley,gleefulli,stomp,rainit,sonnyy,birthday,father,make,occasion,horrend,botch,effort,hide,fact,want,give,sonni,dog,realli,want,sonni,afraid,dog,bitten,one,creep,ever,sinc,curious,father,insist,get,dog,sonni,decid,run,away,home,rather,dog,hous,run,away,destin,sight,also,curious,movi,illustr,seem,indiffer,homeless,peopl,surpass,even,astound,indiffer,exist,todaysonni,pass,man,cook,bacon,iron,skillet,side,train,track,right,train,flew,given,close,track,would,think,would,blown,guy,right,track,matter,sonni,give,share,breakfast,due,sour,stare,gleeful,smile,receiv,guy,continu,homeless,guy,disappear,movi,interest,consid,longer,film,would,done,one,leav,poor,guy,loos,endnot,matter,sonni,soon,hear,dog,whine,underneath,trestl,pass,jump,find,dog,cover,burr,might,seem,trite,immedi,take,dog,adopt,sinc,left,home,fear,dog,seem,need,remind,power,dog,lack,power,soon,saw,dog,need,overcam,fearhey,that,take,find,helpless,spider,set,conveni,movi,everyth,work,exact,suppos,cute,enough,enjoy,enough,short,enough,still,fun,movi,alreadi,dont,expect,epic,plot,film,pardon,pup,still,pack,substanti,amount,stori,charact,develop,short,run,time,also,featur,fight,scene,end,movi,must,made,charli,chaplin,proud,hard,expert,shirley,templ,film,hard,see,becam,famous,child,star,time]",conflicting
0,1,"[leonard,maltin,mustv,watch,movi,though,find,guid,quit,valuabl,resourc,pleas,disregard,comment,one,state,start,well,fizzl,realli,revers,start,tepid,catch,fire,plot,simpl,get,happi,mom,happi,dad,happi,son,take,vacat,isol,beach,dad,incapacit,accid,mom,run,get,help,meet,danger,escap,convict,mom,tri,trick,convict,help,dad,wait,hang,dear,lifegood,whiteknuckl,given,electr,jolt,ralph,meeker,appear,sudden,director,john,sturg,film,clever,way,make,gasp,around,halfway,cun,desper,crimin,meeker,unusu,flippant,reckless,actor,least,classic,kiss,dead,happili,snatch,key,film,narrat,speed,top,charact,habit,grin,childish,say,pretti,neat,huh,hes,especi,pleas,misde,funni,break,action,get,flat,tire,ters,instruct,hostag,barbara,stanwyck,dont,away,fire,back,would,theyr,middl,nowher,realiz,sitcomish,yeah,that,right,friction,hootther,flaw,somewhat,ridicul,one,there,one,scene,polic,chase,meeker,time,stop,stanwyck,car,evad,detect,meeker,rest,head,shoulder,like,love,husband,suppos,would,pretend,asleep,shes,question,look,conspicu,unmasculin,pose,think,safe,say,adult,appear,asleep,encount,law,enforc,would,certain,arous,suspicionstil,sturdi,thriller,build,excit,edifi,conclus]",weak
0,1,"[rent,movi,simpli,rosario,dawson,sat,watch,buddi,minut,glu,seat,intens,minut,real,film,hollywood,explos,corni,one,liner,film,drew,slowli,reel,toward,tragic,human,fate,peopl,think,enjoy,film,sad,mistaken,like,movi,mindless,entertain,entertain,sake,alon,michael,bay,transform,like,produc,audienc,need,think,peopl,watch,allow,ever,stereotyp,muster,slowli,dissolv,brain,well,even,place,advertis,throughout,movi,keep,buy,product,dont,forget,explos,love,explos,make,distinct,art,entertain,also,thought,provok,move,hidden,way,entertain,rare,art,even,arbitrarili,movi,entertain,descent,film,film,artif,still,hous,soul,within,walk,meatsack,apparatus,rape,scene,everi,bit,power,irrevers,distinct,irrevers,violent,rape,scene,involv,two,peopl,whose,path,unfortun,cross,wrong,time,hell,ensu,descent,date,rape,less,disgust,less,deprav,differ,trust,violat,soul,desecr,scar,run,deep,charact,maya,consent,would,hot,sex,scene,see,desper,escap,scene,sicken,jare,sick,manipul,serial,rapist,wholli,unsettl,close,resembl,passion,love,affair,could,maya,ever,close,anyon,even,midst,rape,jare,slick,lover,boy,facad,ever,hint,slip,ruinedth,film,whole,beauti,camera,work,light,time,remov,surround,focus,everyth,maya,silent,inner,work,mind,accomplish,rosario,facial,express,gestur,soundtrack,excel,blend,everyth,particular,favorit,scene,synchron,film,aspect,work,togeth,maya,danc,sea,writh,bodi,someth,insid,awaken,becom,awar,set,beauti,sad,jeff,buckley,tunei,dont,think,ive,realli,spoil,anyth,stop,bottom,line,think,best,film,hand,unfortun,seem,everyon,jade,day,dont,hack,slash,gang,rape,nuke,anyth,peopl,cant,bother,death,isnt,worst,thing,happen,last,thing,happen,exist,worst,thing,happen,never,leav,alway,thought,shower,brush,teeth,buy,christma,present,tie,shoe,haunt,haunt,last,thing,releas,youtreat,challeng,watch,film]",conflicting
0,1,"[clear,rate,suggest,compar,classi,horror,like,argento,low,budget,drive,fare,depart,truli,classic,lack,money,show,anyon,care,much,act,adequ,rather,profession,make,realist,unlik,mani,movi,low,budget,one,drag,moment,crap,may,non,stop,crap,face,crap,although,inevit,bit,campi,time,must,see,anyon,idea,talk,time,quit,deliri,crazi,littl,film,fill,crazi,charact,clear,made,fun,fun,inde,watch]",conflicting
0,1,"[simpli,love,movi,perfect,exampl,wellround,surpris,stori,come,asian,cinema,recent,hollywood,remak,movi,richard,gere,simpli,aw,jennif,lopez,pleas,confus,two,movi,origin,japanes,film,touch,subtl,wonder,act,hollywood,version,exact,opposit,aghast,first,saw,trailer,remad,version,star,typic,hollywood,unorigin,crass,commerci,worst,remak,cement,argument,foreign,film,never,improv,upon,reason,origin,film,becom,wide,view,audienc,avers,subtitleson,main,reason,movi,would,never,work,american,tell,reserv,ultra,social,conserv,charact,public,japanes,persona,issu,movi,certain,main,charact,awaken,full,understand,live,vivaci,life,danc,half,movi,tension,come,stereotyp,ridicul,ballroom,dancer,face,japanpleas,tri,see,movi,origin,form,terribl,full,screen,pleas,skip,remakeit,shallow,travesti,comparison,origin,japanes,moviey,know,origin,movi,much,older,simpli,japanes,take,stori,two,peopl,like,see,time,soon,one,new,remakespeak,foreign,film,ill,make,quick,recommend,weddingi,list,first,reason,outstand,film,stechinoveri,funni,italian,mistaken,ident,flic,korean,action,pic,mix,asian,flare,style,plot,lola,runa,german,film,integr,techno,score,ingeniouslywel,quick,list,anyway]",conflicting
0,1,"[surpris,like,movi,remind,version,first,friday,number,cheesi,element,yet,time,mani,cool,one,stori,line,goodpredict,seen,one,two,horror,movi,full,onelin,make,worthwhil,memor,scene,worth,watch,issu,plot,continu,charact,instanc,open,scene,scarecrow,human,stake,whose,blood,drain,grow,crop,look,real,later,film,look,like,fake,scarecrow,wear,blue,color,mask,sever,gap,plot,act,mediocr,least,sound,like,real,peopl,talk,unlik,hollywood,movi,dialogu,realli,fake,sound,think,culmin,last,scene,main,charact,say,baker,connel,lop,head,scarecrow,satisfi,friend,part,kill,creatur,point]",conflicting
0,1,"[recent,stage,want,see,horror,film,cant,hold,candl,horror,film,public,forum,vile,film,like,haunt,urban,legend,feel,other,like,dont,know,true,horror,bother,point,made,local,video,store,rent,classic,horror,film,alreadi,friday,rent,texa,chainsaw,massacr,origin,nightmar,elm,street,jaw,exorcist,angel,heart,exorcist,halloween,film,classic,right,want,tell,halloween,halloween,perhap,someth,film,histori,horror,film,use,subtl,techniqu,techniqu,dont,reli,blood,gore,use,scare,live,daylight,room,light,silli,knew,want,look,behind,see,michael,myer,movi,seen,last,ten,year,done,moviejohn,carpent,took,low,budget,film,scare,generat,movi,goer,show,dont,need,budget,figur,evok,fear,audienc,sometim,best,element,fear,actual,happen,happen,shadow,nois,upstair,know,way,scare,someon,use,everi,element,textbook,horror,think,use,even,think,made,idea,idea,peopl,use,today,dont,one,use,light,detail,provok,scare,use,special,effect,river,blood,cant,scare,giant,special,effect,make,loud,nois,jump,wall,moment,killer,lurk,somewher,dont,know,scare,halloween,succeed,like,film,endeavorin,young,micael,myer,kill,sister,larg,butcher,knife,spend,next,year,life,silent,lock,institut,loomi,doctor,say,sheriff,brackett,spent,eight,year,tri,reach,anoth,seven,make,sure,never,get,saw,behind,eye,pure,evil,set,manic,relentless,idea,killer,stop,noth,get,want,want,kill,lauri,one,know,want,kill,halloween,continu,stori,quit,well,carpent,done,taken,haunt,score,mendaci,light,techniqu,wrote,direct,tight,pace,masterpiec,horror,one,scene,describ,scene,anni,way,pick,paul,goe,car,tri,open,realiz,left,key,hous,get,come,back,inadvert,open,car,door,without,use,key,audienc,pick,doesnt,busi,think,paul,sit,notic,window,fog,puzzl,start,wipe,away,mist,myer,strike,back,seat,great,scene,pay,attent,detail,know,happen,anni,doesnt,astut,observ,carpent,made,scare,hell,movi,goer,beyond,halloween,use,blurri,imag,killer,stand,background,shadow,omin,glide,across,wall,dark,room,creepi,haunt,music,sinist,stori,told,haunt,donald,pleasanc,menac,relentless,killer,advic,film,maker,day,age,studi,halloween,blue,print,scari,movi,carpent,follow,hitchcock,step,mayb,director,follow,hishalloween,personifi,everyth,scare,tire,mindless,horror,film,dont,know,differ,evil,cute,halloween,film,seen,wont,let,enjoy,scare,dont,know,noth,scare,except,mayb,one,film,wes,craven,final,nightmar,enjoy,be,scare,halloween,one,see,alreadi,seen,hundr,time,watch,back,back,film,like,urban,legend,urban,legend,entic,pretti,face,movi,halloween,frozen,fear,stuck,seat,want,move,tell,horror,film,would,rather,watchand,follow,see,zombi,version,make,appreci,much,classic,definit,zombi,bastard,version,doesnt,take,away,brillianc,one]",conflicting
0,1,"[yeti,deserv,star,rate,one,greatest,bad,movi,ever,made,saw,midnight,screen,peopl,roar,cheer,insan,movi,one,cinemat,trainwreck,think,cant,get,stranger,millionair,fund,project,thaw,yeti,look,like,chris,penn,john,goodman,pour,illfit,suit,guy,play,scientist,one,worst,actor,ever,appear,screen,yes,mute,boy,sorta,kinda,look,like,girl,hes,mute,ever,sinc,surviv,plane,crash,kill,parent,hmmm,mayb,therapi,kid,hotti,italian,girl,seen,yeti,thaw,take,forev,instant,love,one,hyster,thing,movi,giant,yeti,make,bedroom,eye,like,larg,barri,white,tri,seduc,groupi,fact,larg,yeti,pick,hotti,chest,accident,touch,yeti,nippl,yes,film,take,time,show,larg,grey,nippl,get,hard,yike,yike,plus,there,colli,dog,italian,produc,must,heard,american,audienc,like,dog,sorta,kinda,tri,get,lassi,there,also,insan,scene,yeti,eat,giant,fish,keep,larg,fishbon,use,comb,italian,girl,hair,gee,thank,yeti,hair,smooth,smell,like,dead,trout,your,best,film,bizarr,someth,wood,could,ever,dreamt,fan,classic,cinema,crap,seek,babi]",conflicting
0,1,"[love,much,movi,music,cinematographi,act,stori,mormon,cliché,cliché,doesnt,mean,arent,true,perfect,movi,though,excommun,held,welllit,room,nice,big,desk,chair,total,appropri,portray,dark,cold,scene,film,also,like,scene,angel,wait,bus,stop,smoke,cigarett,thought,cool,mean,believ,angel,watch,one,suppos,wait,smoke,way,peopl,pass,time,wait,love,ironi,caus,mormon,make,deal,smoke,saw,movi,time,theater,salt,lake,cri,everi,time,blow,away,ive,watch,time,video,still,make,cri,everi,time,would,jump,chanc,see,big,screen,hope,tower,theatr,salt,lake,bring,back,regular,general,confer,time,cult,movi,pun,intend,offens,intend]",weak
0,1,"[read,book,happen,across,dvd,walmart,buck,thought,sure,hell,got,dvd,watch,last,night,start,watch,check,run,time,minut,thought,cool,seem,run,rather,slowli,know,stori,much,time,got,actual,kill,like,much,time,left,check,one,minut,hell,felt,incred,cheat,think,movi,progress,third,overal,storybut,happili,notic,dvds,scene,select,menu,includ,part,part,still,anoth,hour,half,sat,happili,enjoy,second,half,movi,even,firsti,admit,seen,origin,film,despit,sincerest,desir,howev,read,novel,felt,fair,descent,film,twopart,miniseri,think,cast,role,perri,complet,wrong,minor,inconsist,jump,still,well,done,first,half,drag,bit,second,half,much,grip,think,proport,movi,like,capot,book,murder,killer,arrest,instead,film,make,murder,killer,arrest,make,second,half,excit,time,less,compel,make,first,half,drag,onnow,look,back,realiz,made,mistak,make,thing,drag,shut,hell,watch,movi,make,damn,mind,nick,houston]",weak
0,1,"[act,movi,sometim,hard,imagin,cast,portray,unbridl,passion,act,time,make,enjoy,engag,movi,wouldnt,even,known,except,hbo,late,night,biggest,reason,like,film,much,better,american,one,actor,arent,afraid,act,need]",conflicting
0,1,"[pretti,red,head,woman,wait,plane,meet,charm,young,man,connect,two,get,flight,sit,next,young,man,jack,becom,dead,threaten,lisa,either,chang,room,politician,wife,stay,els,father,die,see,that,happen,fli,coach,stuff,like,never,happen,first,classoth,conflict,take,place,flight,thing,movi,share,flightplan,sheer,unbeliev,that,word,stori,point,whole,get,main,charact,chang,politician,room,assassin,pretti,plausibl,plan,wont,easier,jack,find,someon,comput,savvi,hack,hotel,system,teenag,today,damn,near,anyth,comput,pretti,sure,would,easier,simpli,get,someon,chang,use,comput,instead,go,troubl,spi,lisa,get,predica,land,movieplus,one,thing,struck,odd,one,plan,heard,singl,thing,talk,small,plane,talk,sinc,voic,rais,occasion,seem,like,passeng,heard,someth,sure,read,way,much,movi,meant,realist,episod,one,cant,perplex,complex,complaint,though,still,fun,movi,get,job,done,exact,type,requir,shut,brain,time,doesnt,requir,great,intellig,fulli,enjoyid,love,sit,comfi,chair,rave,brilliant,act,movi,realli,cant,love,rachel,mcadam,love,cillian,murphi,like,brian,cox,dont,realli,stretch,act,muscl,realli,much,problem,sinc,isnt,movi,studio,hope,win,multipl,award,act,isnt,least,bit,horribl,great,wes,craven,isnt,exact,first,come,mind,think,movi,like,nice,job,consid,time,film,movi,lack,depth,script,definit,huge,improv,disappoint,curs,much,like,someth,differ,movi,still,would,love,back,past,great,horror,movi,talk,decad,releaseon,nice,thing,movi,realli,appreci,short,movi,great,sit,watch,nice,three,hour,movi,nowaday,like,everi,movi,come,feel,long,movi,felt,like,right,length,long,short,dont,wast,time,tri,develop,charact,much,know,isnt,movi,made,nice,short,movi,huge,film,music,geek,say,best,part,movi,ultra,cool,score,marco,beltrami,realli,nice,see,beltrami,write,predict,stuff,great,music,hes,realli,cool,technoorchestr,stuff,main,titl,bad,cant,find,soundtrack,anywher,would,realli,love,listen,titl,anytim,want,instead,pop,dvd,want,hear,itoveral,nice,while,far,great,cinema,still,provid,small,entertain,hour,half]",conflicting
0,1,"[vacat,host,suggest,take,bmovi,festiv,breda,resist,hadnt,gone,trip,sit,movi,theater,ive,got,admit,dont,regret,second,one,especi,stephen,malkmus,contribut,probabl,help,idea,expectsea,dust,start,like,typic,costum,drama,weve,got,young,medic,student,go,help,doctor,whose,town,destroy,crazi,plagu,somehow,involv,explod,head,way,stop,visit,fiancé,get,thrown,properti,father,travel,find,girl,lie,road,anoth,plagu,victim,take,along,doctor,yawn,thought,seem,pretti,predicableand,everyth,went,crazi,sudden,turn,complet,differ,film,tom,savini,show,look,like,dracula,charact,begin,travel,side,realiti,dialog,get,increas,humorousand,thought,settl,groov,pictur,chang,becom,realli,dark,bizarr,wont,spoil,first,time,viewer,there,amaz,sequenc,hollow,peopl,lot,chat,abus,religion,societi,overthetop,gore,effect,mention,stephen,malkmus,isnt,perfect,movi,case,havent,figur,appear,bmovi,festiv,well,worth,time,adventur,viewer,great,visual,cool,soundtrack,lot,interest,idea,act,littl,zani,time,think,that,pointfunni,breda,see,find,american,pictur,look,like,british,horror,movi,figur,one]",weak
0,1,"[premis,simpl,movi,start,look,like,averag,lame,chick,flick,two,attract,young,peopl,meet,airport,thing,take,degre,turni,one,realli,dislik,kind,mind,numb,love,stori,nonsens,pollut,averag,movi,theater,humbl,opinion,wes,craven,base,previous,metahorror,film,sceam,toofollow,logic,surpris,find,craven,sardon,take,time,built,nauseat,sweet,sependip,lovestori,awesom,cillian,murphi,wreck,whole,sugarco,dreamworld,scope,charact,jackson,ripner,jack,ripper,get,lame,right,film,impress,goe,utter,charm,twist,nihilist,sicko,plus,book,proceed,freak,victim,jennif,garner,lookalik,rachel,mcadam,found,pretti,annoy,way,cant,help,sympath,guythi,wes,craven,embodi,jackson,ripner,cillian,murphi,bash,brainless,chick,flicksmr,craven,salut,youbest,quotejackson,ripner,beat,snot,rachel,mcadam,airplan,toilet,thank,quicki]",conflicting
